Datos 50 iteraciones,Datos 10000 iteraciones
,0.98715
,0.050738
,0.192655
,0.622156
,0.940312
,0.224501
,0.696402
,0.845705
,0.521953
,0.998072
,0.00769643
,0.0305488
,0.118462
,0.417715
,0.972917
,0.105398
,0.377157
,0.939638
,0.226873
,0.701607
,0.837419
,0.544593
,0.992046
,0.0315636
,0.122269
,0.429279
,0.979994
,0.0784232
,0.289092
,0.822071
,0.585081
,0.971045
,0.112466
,0.399271
,0.959414
,0.155754
,0.525978
,0.997301
,0.0107688
,0.0426112
,0.163182
,0.546215
,0.991457
,0.0338807
,0.130931
,0.455152
,0.991955
,0.031922
,0.123612
,0.433328
,0.982219
,0.0698574
,0.259909
,0.769426
,0.709638
,0.824207
,0.579559
,0.974681
,0.0987103
,0.355866
,0.916902
,0.304771
,0.847542
,0.516858
,0.998863
,0.0045418
,0.0180847
,0.0710305
,0.263941
,0.777104
,0.692854
,0.85123
,0.506551
,0.999828
,0.000686579
,0.00274443
,0.0109476
,0.0433109
,0.16574
,0.553082
,0.988729
,0.0445753
,0.170354
,0.565333
,0.982927
,0.067128
,0.250487
,0.750973
,0.748049
,0.753886
,0.742168
,0.765419
,0.71821
,0.809537
,0.616747
,0.94548
,0.206189
,0.654701
,0.904271
,0.346261
,0.905457
,0.342418
,0.900672
,0.357849
,0.919173
,0.297177
,0.835452
,0.549888
,0.990045
,0.0394239
,0.151478
,0.514131
,0.999201
,0.00319243
,0.012729
,0.0502677
,0.190963
,0.617986
,0.944318
,0.210328
,0.66436
,0.891943
,0.385521
,0.947579
,0.198694
,0.636858
,0.92508
,0.277228
,0.801491
,0.636412
,0.925567
,0.275572
,0.798527
,0.643525
,0.917602
,0.302435
,0.843872
,0.527008
,0.997082
,0.0116365
,0.0460045
,0.175552
,0.578935
,0.975077
,0.0972075
,0.351033
,0.911235
,0.323542
,0.875451
,0.436147
,0.983691
,0.064171
,0.240212
,0.730041
,0.788324
,0.667478
,0.887805
,0.39843
,0.958734
,0.158252
,0.532834
,0.995688
,0.0171747
,0.0675188
,0.25184
,0.753666
,0.742614
,0.764554
,0.720044
,0.806322
,0.624667
,0.937832
,0.233212
,0.715297
,0.814589
,0.604135
,0.956624
,0.165979
,0.553719
,0.988457
,0.0456392
,0.174225
,0.575482
,0.97721
,0.0890836
,0.324591
,0.876927
,0.431705
,0.981343
,0.073234
,0.271483
,0.79112
,0.660996
,0.896321
,0.371718
,0.934175
,0.245969
,0.741873
,0.76599
,0.716997
,0.811649
,0.611499
,0.950272
,0.189022
,0.61317
,0.948771
,0.19442
,0.626483
,0.936008
,0.239589
,0.728744
,0.790705
,0.661963
,0.895072
,0.375673
,0.938171
,0.232025
,0.712758
,0.818937
,0.593118
,0.965316
,0.133923
,0.463952
,0.994802
,0.0206836
,0.0810232
,0.297834
,0.836515
,0.547031
,0.991152
,0.035077
,0.135386
,0.468228
,0.995962
,0.0160863
,0.0633099
,0.237207
,0.72376
,0.799726
,0.640657
,0.920863
,0.291498
,0.826107
,0.574617
,0.977729
,0.0870993
,0.318052
,0.86758
,0.45954
,0.993452
,0.0260201
,0.101372
,0.364384
,0.926433
,0.27262
,0.793193
,0.656152
,0.902466
,0.352086
,0.912486
,0.319423
,0.869568
,0.453679
,0.991418
,0.0340349
,0.131506
,0.456849
,0.992552
,0.02957
,0.114782
,0.40643
,0.964978
,0.135181
,0.467628
,0.995808
,0.0166973
,0.0656739
,0.245443
,0.740803
,0.768055
,0.712587
,0.819228
,0.592375
,0.965868
,0.13187
,0.45792
,0.992917
,0.0281311
,0.109359
,0.389598
,0.951246
,0.185508
,0.60438
,0.95642
,0.166725
,0.555711
,0.987585
,0.0490422
,0.186548
,0.606992
,0.954211
,0.174769
,0.576899
,0.976346
,0.0923775
,0.335376
,0.891595
,0.386613
,0.948574
,0.195127
,0.628209
,0.93425
,0.245709
,0.741345
,0.767011
,0.714821
,0.815408
,0.602071
,0.958326
,0.159748
,0.536915
,0.994549
,0.0216848
,0.0848584
,0.31063
,0.856556
,0.491471
,0.999709
,0.00116343
,0.0046483
,0.0185068
,0.0726571
,0.269512
,0.787501
,0.669372
,0.885252
,0.406323
,0.964899
,0.135476
,0.46849
,0.996028
,0.0158231
,0.0622909
,0.233643
,0.716216
,0.813003
,0.608116
,0.953244
,0.17828
,0.585984
,0.970427
,0.114795
,0.406467
,0.965006
,0.135077
,0.467324
,0.995729
,0.017011
,0.0668866
,0.249651
,0.749302
,0.751394
,0.747203
,0.755562
,0.738752
,0.77199
,0.704085
,0.833397
,0.555387
,0.987729
,0.048481
,0.184522
,0.601896
,0.958469
,0.159224
,0.535488
,0.994963
,0.0200484
,0.0785859
,0.289641
,0.822996
,0.582695
,0.972646
,0.106422
,0.380384
,0.942768
,0.215825
,0.676979
,0.874714
,0.438358
,0.984801
,0.0598719
,0.225149
,0.697828
,0.843457
,0.528149
,0.996831
,0.0126377
,0.049912
,0.189683
,0.614813
,0.947272
,0.199793
,0.639502
,0.922156
,0.287136
,0.818756
,0.593578
,0.964973
,0.135202
,0.467689
,0.995824
,0.0166347
,0.065432
,0.244602
,0.739088
,0.771347
,0.705483
,0.831107
,0.561473
,0.984884
,0.0595499
,0.224015
,0.695329
,0.847387
,0.517289
,0.998804
,0.00477702
,0.0190168
,0.0746207
,0.27621
,0.799672
,0.640787
,0.920716
,0.291992
,0.826931
,0.572466
,0.978995
,0.0822556
,0.301959
,0.843118
,0.529079
,0.996618
,0.0134837
,0.0532075
,0.201506
,0.643605
,0.91751
,0.30274
,0.844354
,0.525681
,0.997362
,0.0105248
,0.041656
,0.159683
,0.536737
,0.994601
,0.0214777
,0.0840655
,0.307994
,0.852535
,0.502877
,0.999967
,0.000132404
,0.000529545
,0.00211706
,0.0084503
,0.0335156
,0.129569
,0.451124
,0.990445
,0.0378566
,0.145694
,0.497869
,0.999982
,7.26514e-05
,0.000290584
,0.001162
,0.0046426
,0.0184842
,0.07257
,0.269215
,0.786952
,0.670634
,0.883537
,0.411598
,0.968741
,0.121129
,0.425828
,0.977994
,0.0860872
,0.314705
,0.862663
,0.473903
,0.997276
,0.0108674
,0.0429971
,0.164593
,0.550009
,0.989996
,0.0396149
,0.152182
,0.516091
,0.998964
,0.00413837
,0.016485
,0.0648529
,0.242588
,0.734956
,0.779182
,0.688229
,0.858279
,0.486546
,0.999276
,0.00289425
,0.0115435
,0.045641
,0.174232
,0.5755
,0.977199
,0.0891242
,0.324724
,0.877114
,0.431141
,0.981034
,0.0744251
,0.275544
,0.798478
,0.643644
,0.917466
,0.302889
,0.844589
,0.525035
,0.997493
,0.0100027
,0.0396107
,0.152167
,0.516048
,0.99897
,0.00411659
,0.0163986
,0.0645187
,0.241424
,0.732554
,0.783675
,0.678115
,0.8731
,0.443185
,0.987088
,0.0509797
,0.193523
,0.624288
,0.93821
,0.231887
,0.712462
,0.819439
,0.591834
,0.966266
,0.130385
,0.453538
,0.991365
,0.0342411
,0.132274
,0.459112
,0.993313
,0.0265708
,0.103459
,0.371022
,0.933458
,0.248455
,0.746901
,0.756159
,0.737531
,0.774316
,0.699002
,0.841593
,0.533257
,0.995576
,0.0176178
,0.0692298
,0.257748
,0.765256
,0.718557
,0.808931
,0.618247
,0.94407
,0.211206
,0.666393
,0.889253
,0.393927
,0.954994
,0.171921
,0.569456
,0.980703
,0.0756972
,0.279869
,0.806169
,0.625043
,0.937457
,0.234525
,0.718092
,0.809744
,0.616236
,0.945957
,0.204489
,0.650694
,0.909166
,0.330334
,0.884854
,0.40755
,0.965812
,0.132077
,0.458531
,0.993121
,0.0273258
,0.106316
,0.380053
,0.942451
,0.216949
,0.67953
,0.871077
,0.449209
,0.989681
,0.04085
,0.156725
,0.528649
,0.996717
,0.0130896
,0.051673
,0.196011
,0.630364
,0.932021
,0.253431
,0.756815
,0.736183
,0.77687
,0.693373
,0.850428
,0.508801
,0.99969
,0.00123895
,0.00494965
,0.0197006
,0.07725
,0.28513
,0.815323
,0.602286
,0.958151
,0.160392
,0.538666
,0.99402
,0.023778
,0.0928505
,0.336917
,0.893616
,0.380266
,0.942655
,0.216227
,0.677892
,0.873418
,0.442237
,0.986654
,0.0526734
,0.199595
,0.639028
,0.922684
,0.285352
,0.815705
,0.601322
,0.958935
,0.157513
,0.530811
,0.996203
,0.0151316
,0.0596104
,0.224228
,0.695799
,0.846651
,0.519333
,0.998505
,0.00597116
,0.023742
,0.0927134
,0.33647
,0.893032
,0.382103
,0.944401
,0.210032
,0.663674
,0.892843
,0.382697
,0.94496
,0.208041
,0.659041
,0.898824
,0.363757
,0.925752
,0.274942
,0.797395
,0.646225
,0.914473
,0.312848
,0.859896
,0.4819
,0.99869
,0.00523512
,0.0208309
,0.0815877
,0.299725
,0.839559
,0.538798
,0.993979
,0.02394
,0.0934675
,0.338925
,0.89622
,0.37204
,0.934505
,0.244821
,0.739536
,0.770491
,0.707339
,0.828042
,0.569554
,0.980649
,0.0759053
,0.280575
,0.80741
,0.621996
,0.940468
,0.223953
,0.695191
,0.847602
,0.516693
,0.998885
,0.00445332
,0.0177339
,0.0696778
,0.259291
,0.768237
,0.712196
,0.819892
,0.590677
,0.967111
,0.127231
,0.444173
,0.987533
,0.0492444
,0.187277
,0.608818
,0.952634
,0.180489
,0.591651
,0.9664
,0.129883
,0.452054
,0.990805
,0.0364436
,0.140462
,0.482929
,0.998834
,0.00465721
,0.0185421
,0.0727931
,0.269977
,0.788358
,0.667399
,0.88791
,0.398104
,0.958468
,0.159227
,0.535494
,0.994961
,0.0200558
,0.0786142
,0.289736
,0.823156
,0.58228
,0.97292
,0.105387
,0.377121
,0.939603
,0.226997
,0.701878
,0.836981
,0.545774
,0.991619
,0.0332431
,0.128552
,0.448105
,0.989228
,0.0426247
,0.163231
,0.546348
,0.991408
,0.0340746
,0.131654
,0.457285
,0.992702
,0.0289802
,0.112561
,0.399565
,0.959652
,0.154882
,0.523573
,0.997777
,0.00887159
,0.0351715
,0.135738
,0.469253
,0.996218
,0.015069
,0.0593678
,0.223373
,0.69391
,0.849595
,0.511133
,0.999504
,0.00198203
,0.00791242
,0.0313993
,0.121653
,0.427415
,0.978926
,0.0825201
,0.302842
,0.844515
,0.525237
,0.997452
,0.0101645
,0.0402448
,0.1545
,0.52252
,0.997971
,0.00809818
,0.0321304
,0.124392
,0.435675
,0.983449
,0.0651077
,0.243475
,0.736779
,0.775742
,0.695865
,0.846548
,0.519619
,0.99846
,0.00614886
,0.0244442
,0.0953868
,0.345153
,0.904089
,0.346848
,0.906177
,0.34008
,0.897702
,0.367331
,0.929596
,0.261789
,0.773023
,0.701834
,0.837052
,0.545585
,0.991688
,0.0329717
,0.127538
,0.445089
,0.987939
,0.0476616
,0.18156
,0.594383
,0.964367
,0.137452
,0.474237
,0.997345
,0.0105914
,0.0419167
,0.160639
,0.539336
,0.993811
,0.024604
,0.0959946
,0.347119
,0.906509
,0.339001
,0.896317
,0.37173
,0.934187
,0.245925
,0.741783
,0.766163
,0.716628
,0.812289
,0.609903
,0.951685
,0.183922
,0.60038
,0.959696
,0.15472
,0.523127
,0.997861
,0.00853955
,0.0338665
,0.130878
,0.454996
,0.991899
,0.0321426
,0.124438
,0.435812
,0.98352
,0.0648344
,0.242524
,0.734824
,0.779431
,0.687674
,0.859114
,0.484148
,0.998995
,0.00401673
,0.0160024
,0.0629852
,0.236072
,0.721368
,0.803984
,0.630375
,0.93201
,0.25347
,0.756892
,0.736026
,0.777167
,0.692713
,0.851446
,0.505942
,0.999859
,0.000564749
,0.00225772
,0.00901049
,0.0357172
,0.137766
,0.475146
,0.997529
,0.00985923
,0.0390481
,0.150093
,0.510261
,0.999579
,0.00168405
,0.00672487
,0.0267186
,0.104019
,0.372795
,0.935276
,0.242139
,0.734031
,0.780918
,0.684341
,0.864073
,0.469803
,0.996353
,0.0145366
,0.0573011
,0.216071
,0.677536
,0.873923
,0.440725
,0.985946
,0.0554255
,0.209414
,0.66224
,0.894713
,0.376806
,0.939292
,0.228088
,0.704256
,0.833117
,0.556132
,0.987397
,0.0497768
,0.189196
,0.613604
,0.948377
,0.195834
,0.629932
,0.932471
,0.251877
,0.753739
,0.742466
,0.764842
,0.719436
,0.807392
,0.622041
,0.940424
,0.224108
,0.695535
,0.847065
,0.518185
,0.998677
,0.00528392
,0.021024
,0.0823279
,0.3022
,0.843501
,0.528029
,0.996858
,0.0125303
,0.0494933
,0.188175
,0.61106
,0.950662
,0.187614
,0.609659
,0.9519
,0.183147
,0.598417
,0.961256
,0.148971
,0.507115
,0.999797
,0.000809857
,0.0032368
,0.0129053
,0.050955
,0.193434
,0.62407
,0.938426
,0.23113
,0.710835
,0.822195
,0.584763
,0.971261
,0.111652
,0.396743
,0.957352
,0.163317
,0.546579
,0.991322
,0.0344122
,0.132912
,0.460985
,0.993911
,0.024206
,0.0944802
,0.342215
,0.900415
,0.358671
,0.920104
,0.29405
,0.830338
,0.563507
,0.983867
,0.0634894
,0.237834
,0.725076
,0.797364
,0.646299
,0.914386
,0.313137
,0.860329
,0.480653
,0.998503
,0.00597965
,0.0237756
,0.0928411
,0.336887
,0.893576
,0.380391
,0.942775
,0.215802
,0.676925
,0.87479
,0.438129
,0.984688
,0.0603103
,0.226692
,0.70121
,0.838057
,0.542869
,0.992649
,0.0291875
,0.113342
,0.401984
,0.961571
,0.147808
,0.503844
,0.999941
,0.000236376
,0.00094528
,0.00377755
,0.0150531
,0.0593061
,0.223155
,0.693428
,0.850342
,0.509042
,0.999673
,0.00130764
,0.00522372
,0.0207857
,0.0814147
,0.299145
,0.83863
,0.541319
,0.993171
,0.0271299
,0.105575
,0.377717
,0.940188
,0.224939
,0.697366
,0.844186
,0.526144
,0.997266
,0.0109062
,0.043149
,0.165149
,0.551498
,0.989392
,0.0419824
,0.16088
,0.539989
,0.993603
,0.0254228
,0.099106
,0.357136
,0.91836
,0.299901
,0.839842
,0.53803
,0.994215
,0.0230061
,0.0899072
,0.327296
,0.880693
,0.420292
,0.974587
,0.0990693
,0.357018
,0.918225
,0.300352
,0.840563
,0.536068
,0.994796
,0.0207063
,0.0811102
,0.298125
,0.836986
,0.545761
,0.991624
,0.0332239
,0.12848
,0.447893
,0.989139
,0.0429712
,0.164499
,0.549755
,0.990098
,0.0392172
,0.150717
,0.512005
,0.999424
,0.00230458
,0.00919709
,0.03645
,0.140486
,0.482998
,0.998844
,0.00461984
,0.018394
,0.0722226
,0.268026
,0.784752
,0.675665
,0.876567
,0.43279
,0.981931
,0.0709687
,0.263729
,0.776703
,0.693741
,0.849858
,0.510397
,0.999568
,0.00172883
,0.00690338
,0.0274229
,0.106684
,0.381209
,0.943555
,0.213037
,0.67061
,0.883569
,0.411499
,0.96867
,0.121392
,0.426624
,0.978464
,0.0842893
,0.308739
,0.853676
,0.499653
,1
,1.93087e-06
,7.72347e-06
,3.08937e-05
,0.000123571
,0.000494222
,0.00197591
,0.00788803
,0.0313032
,0.121293
,0.426325
,0.978288
,0.0849622
,0.310975
,0.857078
,0.489982
,0.999599
,0.00160509
,0.00641004
,0.0254758
,0.0993072
,0.357781
,0.919095
,0.297437
,0.835872
,0.548759
,0.99049
,0.0376771
,0.14503
,0.495986
,0.999936
,0.000257801
,0.00103094
,0.0041195
,0.0164101
,0.0645634
,0.24158
,0.732876
,0.783075
,0.679474
,0.871157
,0.448971
,0.989584
,0.0412291
,0.158117
,0.532465
,0.995784
,0.016792
,0.0660403
,0.246716
,0.743389
,0.763048
,0.723223
,0.800686
,0.638353
,0.923434
,0.282815
,0.811322
,0.612314
,0.949542
,0.191646
,0.619672
,0.942714
,0.216016
,0.677412
,0.874099
,0.440199
,0.985695
,0.0564001
,0.212876
,0.67024
,0.884073
,0.409952
,0.967565
,0.12553
,0.43909
,0.98516
,0.0584795
,0.220239
,0.686934
,0.860223
,0.480959
,0.99855
,0.00579274
,0.0230367
,0.0900242
,0.327679
,0.881222
,0.418679
,0.973547
,0.103012
,0.369602
,0.931985
,0.253555
,0.75706
,0.735681
,0.777817
,0.69127
,0.853663
,0.499691
,1
,1.52885e-06
,6.11539e-06
,2.44614e-05
,9.78432e-05
,0.000391335
,0.00156473
,0.00624911
,0.0248402
,0.0968928
,0.350018
,0.910022
,0.327528
,0.881014
,0.419314
,0.973959
,0.101451
,0.364635
,0.926705
,0.271691
,0.7915
,0.66011
,0.897459
,0.368107
,0.930416
,0.258967
,0.767612
,0.713536
,0.817609
,0.596498
,0.962752
,0.143441
,0.491462
,0.999708
,0.00116592
,0.00465825
,0.0185462
,0.072809
,0.270031
,0.788458
,0.667169
,0.888219
,0.397145
,0.957683
,0.162104
,0.543304
,0.992499
,0.0297791
,0.115569
,0.408852
,0.966768
,0.128509
,0.447978
,0.989175
,0.0428325
,0.163991
,0.548393
,0.990632
,0.0371193
,0.142966
,0.490107
,0.999608
,0.0015654
,0.00625179
,0.0248508
,0.096933
,0.350148
,0.910177
,0.327018
,0.880309
,0.421461
,0.975327
,0.0962586
,0.347971
,0.907549
,0.335615
,0.89191
,0.385627
,0.947676
,0.198346
,0.63602
,0.925994
,0.274117
,0.795908
,0.649754
,0.910295
,0.326631
,0.879772
,0.423092
,0.976341
,0.092398
,0.335442
,0.891683
,0.386337
,0.948323
,0.196026
,0.630399
,0.931984
,0.253558
,0.757065
,0.73567
,0.777838
,0.691224
,0.853734
,0.499488
,0.999999
,4.18916e-06
,1.67566e-05
,6.70252e-05
,0.000268083
,0.00107204
,0.00428358
,0.0170609
,0.0670794
,0.250319
,0.750637
,0.748724
,0.752546
,0.744882
,0.760131
,0.729327
,0.789637
,0.664441
,0.891837
,0.385855
,0.947884
,0.1976
,0.634217
,0.927943
,0.26746
,0.783701
,0.678055
,0.873186
,0.44293
,0.986972
,0.0514326
,0.195149
,0.628264
,0.934194
,0.245904
,0.741741
,0.766246
,0.716453
,0.812593
,0.609142
,0.952352
,0.181511
,0.59426
,0.96446
,0.137106
,0.473231
,0.997134
,0.0114322
,0.0452059
,0.172649
,0.571366
,0.979628
,0.0798289
,0.293825
,0.829968
,0.564485
,0.983367
,0.0654269
,0.244585
,0.739052
,0.771416
,0.705334
,0.831352
,0.560823
,0.985202
,0.0583148
,0.219657
,0.685631
,0.862165
,0.475346
,0.997569
,0.0097013
,0.0384287
,0.147808
,0.503843
,0.999941
,0.000236277
,0.000944886
,0.00377597
,0.0150469
,0.0592818
,0.22307
,0.693239
,0.850635
,0.50822
,0.99973
,0.00108074
,0.00431827
,0.0171985
,0.0676108
,0.252158
,0.754298
,0.74133
,0.767039
,0.71476
,0.815513
,0.601806
,0.958542
,0.158956
,0.534756
,0.995168
,0.0192347
,0.0754588
,0.279059
,0.80474
,0.628534
,0.933916
,0.246867
,0.743694
,0.762453
,0.724474
,0.798445
,0.643722
,0.917376
,0.30319
,0.845063
,0.523727
,0.997748
,0.00898708
,0.0356253
,0.137424
,0.474156
,0.997328
,0.0106582
,0.0421783
,0.161597
,0.541934
,0.992966
,0.027938
,0.10863
,0.387318
,0.949211
,0.192838
,0.622606
,0.939871
,0.226054
,0.699815
,0.840296
,0.536794
,0.994585
,0.0215429
,0.0843154
,0.308825
,0.853809
,0.499277
,0.999998
,8.35878e-06
,3.34348e-05
,0.000133735
,0.000534868
,0.00213833
,0.00853502
,0.0338487
,0.130812
,0.4548
,0.991828
,0.0324209
,0.125479
,0.438937
,0.985085
,0.0587695
,0.221263
,0.689222
,0.85678
,0.490832
,0.999664
,0.00134436
,0.00537022
,0.0213655
,0.0836362
,0.306565
,0.850331
,0.509072
,0.999671
,0.00131645
,0.00525885
,0.0209248
,0.0819477
,0.300929
,0.841483
,0.533557
,0.995496
,0.0179359
,0.0704568
,0.261971
,0.773368
,0.701079
,0.838269
,0.542298
,0.992844
,0.0284204
,0.110451
,0.393006
,0.954209
,0.174777
,0.57692
,0.976333
,0.0924272
,0.335538
,0.891808
,0.385944
,0.947965
,0.197308
,0.633511
,0.9287
,0.264867
,0.778849
,0.688972
,0.857158
,0.489752
,0.99958
,0.00167977
,0.00670781
,0.0266513
,0.103764
,0.371988
,0.934451
,0.245008
,0.739916
,0.769761
,0.708917
,0.825415
,0.576421
,0.976639
,0.0912594
,0.331725
,0.886733
,0.401749
,0.961387
,0.148488
,0.505758
,0.999867
,0.000530371
,0.00212036
,0.00846346
,0.0335673
,0.129762
,0.451696
,0.990667
,0.0369844
,0.142466
,0.488679
,0.999487
,0.00204977
,0.00818227
,0.0324613
,0.12563
,0.439389
,0.985305
,0.0579157
,0.218246
,0.682458
,0.866836
,0.461726
,0.99414
,0.0233012
,0.0910329
,0.330983
,0.885734
,0.404838
,0.963777
,0.139644
,0.480574
,0.998491
,0.00602869
,0.0239694
,0.0935794
,0.339289
,0.896688
,0.370555
,0.932976
,0.250128
,0.750256
,0.749487
,0.751025
,0.747946
,0.754091
,0.741751
,0.766225
,0.716497
,0.812516
,0.609336
,0.952183
,0.182122
,0.595816
,0.963278
,0.141496
,0.485899
,0.999205
,0.00317908
,0.0126759
,0.0500609
,0.190219
,0.616144
,0.946043
,0.204183
,0.64997
,0.910036
,0.327483
,0.880952
,0.419502
,0.97408
,0.100991
,0.363167
,0.925107
,0.277135
,0.801324
,0.636814
,0.925127
,0.277067
,0.801203
,0.637107
,0.924806
,0.278158
,0.803144
,0.632414
,0.929866
,0.26086
,0.771249
,0.705696
,0.830757
,0.562399
,0.984425
,0.0613281
,0.230268
,0.708978
,0.825312
,0.576689
,0.976475
,0.0918845
,0.333767
,0.889466
,0.393265
,0.95443
,0.173973
,0.574825
,0.977605
,0.0875744
,0.319621
,0.869853
,0.452835
,0.991102
,0.0352756
,0.136125
,0.47038
,0.996491
,0.0139882
,0.0551703
,0.208506
,0.660125
,0.89744
,0.368167
,0.93048
,0.258748
,0.76719
,0.714439
,0.816064
,0.600413
,0.959669
,0.154818
,0.523398
,0.99781
,0.00874014
,0.034655
,0.133816
,0.463638
,0.994711
,0.0210438
,0.0824038
,0.302454
,0.843902
,0.526927
,0.9971
,0.0115671
,0.045733
,0.174566
,0.576371
,0.97667
,0.0911434
,0.331345
,0.886222
,0.403329
,0.962619
,0.143934
,0.492867
,0.999797
,0.000813827
,0.00325266
,0.0129683
,0.0512006
,0.194316
,0.62623
,0.936264
,0.238694
,0.726877
,0.794108
,0.654003
,0.905133
,0.34347
,0.901993
,0.353605
,0.914274
,0.313507
,0.860881
,0.479058
,0.998246
,0.00700455
,0.027822
,0.108192
,0.385945
,0.947966
,0.197307
,0.633509
,0.928702
,0.264859
,0.778835
,0.689005
,0.857109
,0.489892
,0.999591
,0.00163392
,0.00652501
,0.0259298
,0.10103
,0.363291
,0.925242
,0.276677
,0.800507
,0.638782
,0.922958
,0.284427
,0.814113
,0.605331
,0.955621
,0.169637
,0.563442
,0.983901
,0.0633607
,0.237385
,0.724133
,0.799058
,0.642256
,0.919053
,0.29758
,0.836105
,0.548135
,0.990732
,0.0367278
,0.141516
,0.485956
,0.999211
,0.00315336
,0.0125737
,0.0496622
,0.188784
,0.612577
,0.949305
,0.192499
,0.621772
,0.940686
,0.223184
,0.693491
,0.850246
,0.509312
,0.999653
,0.00138691
,0.00553993
,0.022037
,0.0862054
,0.315096
,0.863242
,0.472221
,0.996913
,0.012309
,0.0486301
,0.185061
,0.603253
,0.957355
,0.163305
,0.546545
,0.991334
,0.0343621
,0.132725
,0.460437
,0.993739
,0.0248867
,0.0970693
,0.350587
,0.910703
,0.325291
,0.877907
,0.428746
,0.979691
,0.0795846
,0.293004
,0.82861
,0.568062
,0.98147
,0.0727464
,0.269817
,0.788064
,0.668077
,0.887001
,0.400922
,0.960734
,0.150896
,0.512505
,0.999375
,0.00250041
,0.00997663
,0.0395084
,0.15179
,0.514999
,0.9991
,0.00359623
,0.0143332
,0.0565109
,0.21327
,0.671143
,0.88284
,0.413734
,0.970233
,0.115524
,0.408713
,0.966667
,0.128889
,0.449106
,0.989639
,0.0410141
,0.157328
,0.530303
,0.996327
,0.014638
,0.0576947
,0.217464
,0.680694
,0.869399
,0.454179
,0.991602
,0.0333111
,0.128806
,0.448859
,0.989538
,0.0414082
,0.158774
,0.53426
,0.995305
,0.0186921
,0.0733708
,0.27195
,0.791973
,0.659007
,0.898867
,0.36362
,0.925602
,0.275452
,0.798312
,0.64404
,0.91701
,0.304411
,0.84698
,0.518421
,0.998643
,0.0054218
,0.0215696
,0.0844175
,0.309165
,0.854328
,0.497807
,0.999981
,7.6936e-05
,0.00030772
,0.0012305
,0.00491596
,0.0195672
,0.0767371
,0.283394
,0.812328
,0.609806
,0.951771
,0.183613
,0.599597
,0.960322
,0.152416
,0.516741
,0.998879
,0.00447898
,0.0178357
,0.0700702
,0.260642
,0.77083
,0.706604
,0.829259
,0.566354
,0.982389
,0.0692043
,0.25766
,0.765086
,0.718918
,0.808299
,0.619806
,0.942586
,0.216472
,0.678447
,0.872627
,0.444598
,0.987722
,0.0485075
,0.184618
,0.602137
,0.958272
,0.159948
,0.537458
,0.994388
,0.0223234
,0.0873004
,0.318716
,0.868544
,0.4567
,0.9925
,0.0297735
,0.115548
,0.408787
,0.966721
,0.128687
,0.448506
,0.989393
,0.0419762
,0.160857
,0.539928
,0.993623
,0.0253452
,0.0988112
,0.35619
,0.917275
,0.303526
,0.845592
,0.522265
,0.998017
,0.00791579
,0.0314125
,0.121703
,0.427566
,0.979013
,0.0821858
,0.301725
,0.842748
,0.530094
,0.996377
,0.0144383
,0.0569193
,0.214718
,0.674456
,0.87826
,0.427678
,0.979078
,0.0819372
,0.300894
,0.841427
,0.533709
,0.995455
,0.0180984
,0.0710832
,0.264122
,0.777446
,0.692096
,0.852397
,0.503266
,0.999957
,0.000170622
,0.000682373
,0.00272763
,0.0108808
,0.0430495
,0.164785
,0.550523
,0.98979
,0.0404245
,0.155162
,0.524346
,0.997629
,0.00946112
,0.0374864
,0.144325
,0.49398
,0.999855
,0.000579676
,0.00231736
,0.00924796
,0.0366497
,0.141226
,0.485125
,0.999115
,0.00353706
,0.0140982
,0.0555977
,0.210026
,0.663661
,0.89286
,0.382644
,0.94491
,0.208219
,0.659456
,0.898295
,0.365444
,0.927579
,0.268705
,0.786011
,0.672791
,0.880573
,0.420658
,0.974819
,0.0981858
,0.354181
,0.914948
,0.311274
,0.85753
,0.488691
,0.999488
,0.00204541
,0.00816489
,0.0323929
,0.125374
,0.438623
,0.984931
,0.0593669
,0.22337
,0.693903
,0.849607
,0.5111
,0.999507
,0.0019704
,0.00786606
,0.0312168
,0.120969
,0.425342
,0.977705
,0.0871923
,0.318359
,0.868026
,0.458227
,0.99302
,0.0277254
,0.107827
,0.3848
,0.946916
,0.201063
,0.642548
,0.918721
,0.298692
,0.837901
,0.543293
,0.992503
,0.0297632
,0.115509
,0.408668
,0.966634
,0.129013
,0.449474
,0.989788
,0.0404295
,0.15518
,0.524396
,0.997619
,0.00950001
,0.037639
,0.144889
,0.495586
,0.999922
,0.000311754
,0.00124663
,0.00498029
,0.019822
,0.0777162
,0.286705
,0.818022
,0.595449
,0.963558
,0.140455
,0.48291
,0.998832
,0.00466777
,0.0185839
,0.0729542
,0.270528
,0.78937
,0.66506
,0.89102
,0.388413
,0.950193
,0.189304
,0.613872
,0.948133
,0.196709
,0.632058
,0.930243
,0.259564
,0.768762
,0.711069
,0.8218
,0.585779
,0.970568
,0.114263
,0.404827
,0.963768
,0.139676
,0.480666
,0.998505
,0.00597199
,0.0237453
,0.0927259
,0.336511
,0.893086
,0.381935
,0.944243
,0.210594
,0.664976
,0.891131
,0.388065
,0.949882
,0.190424
,0.61665
,0.945571
,0.205865
,0.653937
,0.905213
,0.343209
,0.901667
,0.354656
,0.9155
,0.309438
,0.854745
,0.496623
,0.999954
,0.000182405
,0.000729488
,0.00291582
,0.0116293
,0.0459762
,0.175449
,0.578668
,0.975246
,0.0965666
,0.348966
,0.908755
,0.331678
